,name1,name2
23441,CD5,CD8A
23442,CD5,GPT
23443,CD5,CD68
23444,CD5,NCAM1
23445,CD5,PTPN11
23446,CD5,CD6
23447,CD5,PECAM1
23448,CD5,IL21
23449,CD5,IL2
23450,CD5,CR2
23451,CD5,FCER2
23452,CD5,SDC1
23453,CD5,ITGAX
23454,CD5,SELP
23455,CD5,CD69
23456,CD5,FASLG
23457,CD5,GZMB
23458,CD5,IL4
23459,CD5,IFNG
23460,CD5,ITGAM
23461,CD5,TNFRSF13C
23462,CD5,RPL17
23463,CD5,IL7R
23464,CD5,TGFB3
23465,CD5,FAS
23466,CD5,CD80
23467,CD5,FCRL4
23468,CD5,NRSN1
23469,CD5,SELL
23470,HDAC9,MAP3K19
23471,HDAC9,SRSF11
23472,HDAC9,PIK3CG
23473,HDAC9,MTOR
23474,HDAC9,HRH3
23475,HDAC9,AKT1
23476,HDAC9,CCL2
23477,HDAC9,IFITM1
23478,HDAC9,ARHGEF7
23479,HDAC9,CGAS
23480,HDAC9,KAT2A
23481,HDAC9,PRMT1
23482,HDAC9,RELA
23483,HDAC9,PTMS
23484,NLK,GTF2H2
23485,NLK,RNF19A
23486,SOD3,CAT
23487,SOD3,TXN
23488,SOD3,TICAM1
23489,SOD3,NOX4
23490,SOD3,NLRP3
23491,SOD3,TLR9
23492,SOD3,TLR7
23493,SOD3,TLR4
23494,SOD3,TLR3
23495,SOD3,MYD88
23496,SOD3,TLR2
23497,SOD3,CYBB
23498,LIMD1,MAVS
23499,LIMD1,DHX58
23500,LIMD1,PRKN
23501,LIMD1,AJUBA
23502,LIMD1,TIMM44
23503,LIMD1,IFNB1
23504,LIMD1,TOMM20
23505,LIMD1,EIF2A
23506,LIMD1,IFNAR1
23507,LIMD1,SETMAR
23508,LIMD1,EIF2AK2
23509,LIMD1,FAM210B
23510,LIMD1,PINK1
23511,LIMD1,DNASE1
23512,LIMD1,RPS27A
23513,LIMD1,HPRT1
23514,GPI,PTPN11
23515,GPI,PIGU
23516,GPI,STT3A
23517,GPI,HNRNPU
23518,GPI,PTDSS2
23519,GPI,EDEM3
23520,GPI,PTGIS
23521,GPI,ANPEP
23522,GPI,HK1
23523,GPI,IL6
23524,GPI,HK3
23525,GPI,HK2
23526,GPI,HAP1
23527,GPI,IZUMO1
23528,GPI,AHCY
23529,GPI,PSCA
23530,GPI,HYAL2
23531,GPI,SGTA
23532,GPI,RPL18
23533,GPI,RPL7
23534,GPI,RPL18A
23535,GPI,HNRNPK
23536,GPI,SELE
23537,GPI,HIF1A
23538,GPI,CCL2
23539,GPI,ICAM1
23540,GPI,CXCL8
23541,GPI,PLAAT4
23542,GPI,CFH
23543,GPI,HNRNPDL
23544,GPI,ACO2
23545,GPI,IRF3
23546,TIMM50,AIFM1
23547,TIMM50,EIF2AK2
23548,TIMM50,HUWE1
23549,TIMM50,MCM3
23550,TIMM50,BZW1
23551,TIMM50,NOMO1
23552,TIMM50,MSH2
23553,TIMM50,RPS27A
23554,TIMM50,EI24
23555,TIMM50,AGK
23556,TIMM50,UBR5
23557,TIMM50,PCBP2
23558,TIMM50,SCAMP3
23559,TIMM50,PHB2
23560,TIMM50,ATG9A
23561,TIMM50,NCSTN
23562,TIMM50,EPRS1
23563,TIMM50,NCLN
23564,TIMM50,BZW2
23565,CCL2,CXCL10
23566,CCL2,JUN
23567,CCL2,CXCL11
23568,CCL2,CCL5
23569,CCL2,CCL8
23570,CCL2,CCL4
23571,CCL2,ITGB1
23572,CCL2,CCL3
23573,CCL2,ITGAM
23574,CCL2,SELP
23575,CCL2,KDR
23576,CCL2,APOE
23577,CCL2,ITIH4
23578,CCL2,CXCL12
23579,CCL2,CCL7
23580,CCL2,SELE
23581,CCL2,CXCL5
23582,CCL2,ITGB3
23583,CCL2,CX3CL1
23584,CCL2,CXCL13
23585,CCL2,CCL22
23586,CCL2,CCL24
23587,CCL2,ARHGEF2
23588,CCL2,CCL21
23589,CCL2,CCL27
23590,CCL2,CCL23
23591,CCL2,SLC10A1
23592,CCL2,CCL20
23593,CCL2,JUND
23594,CCL2,ST8SIA2
23595,CCL2,SLA
23596,CCL2,SGCE
23597,CCL2,ANXA6
23598,CCL2,JAK1
23599,CCL2,RHOA
23600,CCL2,ITGAX
23601,CCL2,KITLG
23602,CCL2,CXCL16
23603,CCL2,ZNF536
23604,CCL2,SELL
23605,CCL2,KIT
23606,CCL2,ARG1
23607,CCL2,SELPLG
23608,CCL2,CXCL6
23609,CCL2,IL32
23610,CCL2,APCS
23611,CCL2,ITGAL
23612,CCL2,TLR6
23613,CCL2,KCNN4
23614,CCL2,KLRC1
23615,CCL2,APOB
23616,CCL2,XCL1
23617,TCP1,PTPN11
23618,TCP1,AIFM1
23619,TCP1,SEL1L
23620,TCP1,SH3GLB1
23621,TCP1,SH3GL2
23622,TCP1,FANCI
23623,TCP1,SH3GLB2
23624,TCP1,HM13
23625,TCP1,PCNA
23626,TCP1,PHB2
23627,GRN,RIPK1
23628,GRN,JAG1
23629,GRN,KIF3B
23630,GRN,HNRNPH3
23631,GRN,PDE4DIP
23632,GRN,ARNTL
23633,GRN,LRRC45
23634,GRN,PHAX
23635,GRN,ABAT
23636,GRN,HADHA
23637,IL17C,IL17D
23638,POU2F3,PLA2G4A
23639,ENDOV,APEX1
23640,ENDOV,HPRT1
23641,ENDOV,RAD51
23642,ENDOV,GLB1
23643,ENDOV,HSPA4
23644,ENDOV,ADA
23645,ENDOV,RAD1
23646,ENDOV,PDLIM4
23647,BLM,TREX1
23648,EXO1,GAPDH
23649,EXO1,CGB5
23650,EXO1,KDR
23651,EXO1,FANCG
23652,EXO1,RAD51
23653,EXO1,APLN
23654,EXO1,GGT1
23655,IFI6,IFITM1
23656,IFI6,IRF7
23657,IFI6,IFITM2
23658,IFI6,IFITM3
23659,IFI6,IRF3
23660,IFI6,IFI27
23661,IFI6,IFNG
23662,IFI6,GBP2
23663,IFI6,IRF1
23664,IFI6,IRF9
23665,IFI6,HSPA5
23666,IFI6,RTP3
23667,IFI6,CXCL10
23668,IFI6,IFNB1
23669,IFI6,IFIT1
23670,IFI6,XIAP
23671,IFI6,CCL4
23672,IFI6,IL18BP
23673,IFI6,ISG20
23674,IFI6,CCL7
23675,IFI6,CCL5
23676,IFI6,IL1B
23677,IFI6,RPS27A
23678,IFI6,IL6
23679,IFI6,AKT1
23680,IFI6,CGAS
23681,IFI6,TLR7
23682,IFI6,TLR8
23683,CCR8,JAK2
23684,CCR8,NLRP3
23685,CCR8,DDX58
23686,CCR8,IRF1
23687,CCR8,GATA3
23688,CCR8,IRF7
23689,CCR8,IL15
23690,CCR8,IL17A
23691,CCR8,IL5
23692,CCR8,CD40LG
23693,CCR8,CRP
23694,CCR8,IL6
23695,CCR8,CD86
23696,CCR8,IFNAR1
23697,CCR8,CXCL10
23698,CCR8,IL18
23699,CCR8,CD69
23700,CCR8,CXCR6
23701,CCR8,TNF
23702,CCR8,NCAM1
23703,CCR8,IFNG
23704,CCR8,CCL3
23705,CCR8,CCR9
23706,EXOC4,EXOC2
23707,EXOC4,EXOC5
23708,EXOC4,EXOC6
23709,STAT5B,JAK1
23710,STAT5B,DDX58
23711,STAT5B,IL4
23712,STAT5B,CSF2
23713,STAT5B,TYK2
23714,STAT5B,IFIH1
23715,STAT5B,ITGAV
23716,STAT5B,PHB1
23717,STAT5B,MYC
23718,STAT5B,TCF4
23719,STAT5B,IFNAR1
23720,STAT5B,CD8A
23721,STAT5B,TNFRSF9
23722,STAT5B,GZMB
23723,STAT5B,IRF4
23724,STAT5B,TNFRSF4
23725,STAT5B,TBX21
23726,STAT5B,CRTAM
23727,STAT5B,IL2
23728,STAT5B,NOTCH2
23729,STAT5B,EOMES
23730,STAT5B,RUNX3
23731,STAT5B,ZBTB7B
23732,STAT5B,STAT6
23733,STAT5B,IL15
23734,STAT5B,IL7
23735,STAT5B,IL6
23736,STAT5B,TNF
23737,STAT5B,IFNG
23738,STAT5B,IL21
23739,STAT5B,IL3
23740,STAT5B,IL5
23741,STAT5B,GABPA
23742,STAT5B,IRF2
23743,STAT5B,IRF1
23744,STAT5B,IRF3
23745,STAT5B,IFNAR2
23746,STAT5B,IRF9
23747,STAT5B,IL17A
23748,STAT5B,IL1B
23749,STAT5B,FOXP3
23750,LIN28B,HMOX1
23751,LIN28B,GAPDH
23752,LIN28B,LIN28A
23753,LIN28B,HNRNPA1
23754,LIN28B,ITGB3
23755,LIN28B,E2F2
23756,LIN28B,HMGA2
23757,LIN28B,TUT4
23758,VMP1,TMEM41A
23759,VMP1,TMEM41B
23760,VMP1,TMEM64
23761,VMP1,RTN3
23762,VMP1,DNAJC14
23763,VMP1,FASN
23764,VMP1,DNAJB1
23765,VMP1,MNDA
23766,VMP1,CD37
23767,MEF2D,EIF2AK3
23768,MEF2D,MYF6
23769,MEF2D,POU4F2
23770,MEF2D,PARG
23771,MEF2D,PAX6
23772,MEF2D,PLG
23773,MEF2D,CELA2B
23774,MEF2D,DLD
23775,MEF2D,GCDH
23776,SRSF3,SRSF7
23777,SRSF3,SRSF6
23778,SRSF3,SRSF4
23779,SRSF3,SRSF5
23780,GP5,ITGA2B
23781,GP5,AKT1
23782,GP5,GP9
23783,GP5,ITGB3
23784,GP5,GPT
23785,GP5,HBE1
23786,GP5,CGAS
23787,GP5,IRF9
23788,GP5,ZBP1
23789,GP5,IFI16
23790,TIMP1,TIMP2
23791,TIMP1,ACTA2
23792,TIMP1,POU5F1
23793,TIMP1,COL3A1
23794,TIMP1,NANOG
23795,TIMP1,ENO1
23796,TIMP1,HK1
23797,TIMP1,ACTB
23798,TIMP1,PCSK9
23799,TIMP1,PRSS12
23800,TIMP1,HTRA1
23801,TIMP1,CPA4
23802,TIMP1,SERPINI1
23803,TIMP1,ADAM10
23804,TIMP1,AGT
23805,TIMP1,SELE
23806,TIMP1,IL6
23807,TIMP1,CCL2
23808,TIMP1,MARVELD1
23809,TIMP1,IL1B
23810,TIMP1,IL10
23811,TIMP1,IFNG
23812,TIMP1,CXCL8
23813,TIMP1,CCL3L3
23814,TIMP1,IL18
23815,TIMP1,IL5
23816,TIMP1,IL2
23817,TIMP1,CCL5
23818,TIMP1,IL4
23819,TIMP1,IL13
23820,TIMP1,TNF
23821,TIMP1,IL3
23822,TIMP1,IL9
23823,TIMP1,ELANE
23824,TIMP1,TJP1
23825,TIMP1,ICAM1
23826,TIMP1,VCAM1
23827,TIMP1,ANGPT2
23828,TIMP1,CCL16
23829,TIMP1,CXCL5
23830,TIMP1,SERPINC1
23831,TIMP1,CSF2
23832,TIMP1,TP53
23833,TIMP1,IL2RA
23834,TIMP1,KDR
23835,TIMP1,GAPDH
23836,TIMP1,PSMD5
23837,TIMP1,PSMD4
23838,TIMP1,NPM1
23839,TIMP1,PPIA
23840,TIMP1,AHSG
23841,TIMP1,TXN
23842,TIMP1,INS
23843,TIMP1,ALB
23844,TIMP1,IGFBP1
23845,OSBPL5,OSBPL11
23846,OSBPL5,OSBPL8
23847,UBE2M,UBE4B
23848,UBE2M,RPS3A
23849,UBE2M,DDB1
23850,ERI3,HSPA4
23851,ERI3,CAT
23852,ERI3,HNRNPA1
23853,ERI3,DDX6
23854,ERI3,YBX1
23855,ERI3,DEDD
23856,ERI3,G3BP1
23857,ERI3,PTBP1
23858,ERI3,HNRNPA2B1
23859,ERI3,G3BP2
23860,ERI3,HNRNPDL
23861,ERI3,GAPDH
23862,ERI3,IFITM2
23863,ERI3,SPCS2
23864,ERI3,DAD1
23865,ERI3,TMEM214
23866,ERI3,TRAPPC11
23867,ERI3,ATRIP
23868,ERI3,RPN2
23869,ERI3,TRAPPC1
23870,ERI3,TRAPPC4
23871,ERI3,FASN
23872,ERI3,GBF1
23873,ERI3,PRNP
23874,ERI3,HSPA5
23875,ERI3,PSMD5
23876,ERI3,CANX
23877,ERI3,PSMD4
23878,ERI3,GOLGA1
23879,ERI3,TGOLN2
23880,ERI3,GOLGB1
23881,ERI3,HDLBP
23882,ERI3,CSDE1
23883,ERI3,RBP1
23884,ERI3,USP10
23885,ERI3,NCL
23886,ERI3,RRBP1
23887,ERI3,HNRNPC
23888,ERI3,TRIM25
23889,ERI3,FXR2
23890,ERI3,QKI
23891,ERI3,HNRNPF
23892,ERI3,NONO
23893,ERI3,RBMX
23894,ERI3,SND1
23895,ERI3,NUFIP2
23896,ERI3,PABPC1
23897,ERI3,HMCES
23898,ERI3,HNRNPM
23899,ERI3,EIF1AX
23900,ERI3,PMEL
23901,ERI3,LSM1
23902,ERI3,ZC3H12A
23903,ERI3,CALR
23904,CAV2,ANXA2
23905,CAV2,CDC42
23906,CAV2,RNF19A
23907,CAV2,XRCC6
23908,ATP6V0B,IFITM3
23909,ATP6V0B,ATP6V1H
23910,ATP6V0B,SEC61B
23911,ATP6V0B,SCFD1
23912,ATP6V0B,SLC35A1
23913,ATP6V0B,ATP6V1G1
23914,ATP6V0B,RAB10
23915,ATP6V0B,ATP6V0E2
23916,ATP6V0B,RAB5A
23917,ATP6V0B,RAB29
23918,ATP6V0B,ATP6AP1
23919,ATP6V0B,ICAM1
23920,ATP6V0B,TF
23921,ATP6V0B,FLOT1
23922,ATP6V0B,RAB7A
23923,ATP6V0B,DNM2
23924,ATP6V0B,PRH2
23925,ATP6V0B,EPS15
23926,ATP6V0B,GTF3A
23927,ATP6V0B,CLTC
23928,ATP6V0B,ATP13A2
23929,ATP6V0B,PSMD4
23930,ATP6V0B,FCHO1
23931,ATP6V0B,ATP6V0E1
23932,ATP6V0B,ATP6AP2
23933,ATP6V0B,ATP6V0D1
23934,ATP6V0B,RPS3A
23935,GHRH,IL4
23936,GHRH,IFNG
23937,GHRH,IL2
23938,UVRAG,DAPK1
23939,UVRAG,AKT1
23940,UVRAG,LRPPRC
23941,UVRAG,EIF2AK2
23942,UVRAG,MTOR
23943,UVRAG,PIK3C3
23944,UVRAG,SLAMF1
23945,UVRAG,ATG5
23946,TUFM,NLRP3
23947,TUFM,OPA1
23948,TUFM,ULK1
23949,TUFM,FIS1
23950,TUFM,PRKN
23951,TUFM,RIPK2
23952,TUFM,FUNDC1
23953,TUFM,TRIM6
23954,TUFM,SESN2
23955,TUFM,DNM1L
23956,TUFM,PINK1
23957,TUFM,IKBKE
23958,TUFM,RPS27A
23959,TUFM,NR4A1
23960,TUFM,DDX58
23961,TUFM,PTEN
23962,TUFM,DDX54
23963,TUFM,EIF2AK2
23964,TUFM,RAE1
23965,TUFM,PRKAR2A
23966,TUFM,PRDX1
23967,TUFM,EIF3B
23968,TUFM,NCL
23969,SERPINB2,PLG
23970,SERPINB2,IRF7
23971,SERPINB2,F5
23972,SERPINB2,SERPINF2
23973,SERPINB2,GPT
23974,SERPINB2,F3
23975,SERPINB2,PROS1
23976,SERPINB2,PRH2
23977,SERPINB2,PLAT
23978,PRSS12,CPA4
23979,PRSS12,ADAM10
23980,PRSS12,AGT
23981,PRSS12,IFITM1
23982,PRSS12,PARP1
23983,PRSS12,ADAMTS7
23984,GPS1,RPN1
23985,GPS1,SDF2L1
23986,GPS1,HMGCS1
23987,GPS1,SCD
23988,GPS1,EFHD2
23989,GPS1,GTF2E2
23990,RALA,ARID4A
23991,GCK,HAMP
23992,GCK,JAG1
23993,GCK,PTN
23994,GCK,HBM
23995,GCK,ROMO1
23996,GCK,SKP1
23997,GCK,HK1
23998,GCK,SRRM2
23999,GCK,ADSL
24000,GCK,HSPE1
24001,GCK,RAD21
24002,GCK,ICA1
24003,GCK,IL4
24004,GCK,UBR1
24005,GCK,HIF1A
24006,GCK,HK2
24007,GCK,AQP1
24008,GCK,APCS
24009,GCK,HMGCR
24010,CSF2,IL6
24011,CSF2,ISG15
24012,CSF2,PI3
24013,CSF2,ACE2
24014,CSF2,PMAIP1
24015,CSF2,SAT1
24016,CSF2,CST3
24017,CSF2,CXCL11
24018,CSF2,CCL5
24019,CSF2,CCL2
24020,CSF2,IL10
24021,CSF2,CXCL10
24022,CSF2,CXCL8
24023,CSF2,NFKB1
24024,CSF2,IL4
24025,CSF2,FCGR3B
24026,CSF2,IFNG
24027,CSF2,IL7
24028,CSF2,IL17A
24029,CSF2,IL13
24030,CSF2,IL5
24031,CSF2,CSF3
24032,CSF2,IL2
24033,CSF2,IL1B
24034,CSF2,JAK1
24035,CSF2,DDX58
24036,CSF2,IFIH1
24037,CSF2,ITIH4
24038,CSF2,ICAM3
24039,CSF2,CLEC4D
24040,CSF2,IL37
24041,CSF2,CCL3
24042,CSF2,FURIN
24043,CSF2,TICAM1
24044,CSF2,MX1
24045,CSF2,ACTB
24046,CSF2,IFIT1
24047,CSF2,GAPDH
24048,CSF2,GTF2H1
24049,CSF2,CYCS
24050,CSF2,FKBP8
24051,CSF2,IL16
24052,CSF2,ADA
24053,CSF2,IL6R
24054,CSF2,IL12B
24055,CSF2,CCL4
24056,CSF2,IFNB1
24057,CSF2,IL9
24058,CSF2,CCL11
24059,CSF2,IL15
24060,CSF2,RNF19A
24061,CSF2,JUND
24062,CSF2,HP
24063,CSF2,GZMB
24064,CSF2,HSPA4
24065,CSF2,ANXA6
24066,CSF2,PTPN11
24067,CSF2,IL18
24068,CSF2,VWF
24069,CSF2,SELE
24070,CSF2,CXCL12
24071,CSF2,CXCL1
24072,CSF2,IL33
24073,CSF2,IL25
24074,CSF2,VEGFA
24075,CSF2,IFT81
24076,CSF2,LAMP3
24077,CSF2,ICAM1
24078,CSF2,IL3
24079,CSF2,CLEC11A
24080,CSF2,IRF3
24081,CSF2,IL21R
24082,CSF2,IL21
24083,CSF2,IL1RN
24084,CSF2,FGF2
24085,CSF2,IL1A
24086,CSF2,PTGS2
24087,CSF2,PDGFB
24088,CSF2,EGF
24089,CSF2,PSMD4
24090,CSF2,CCL22
24091,CSF2,NCAM1
24092,CSF2,CCL7
24093,CSF2,CX3CL1
24094,CSF2,JAK2
24095,CSF2,TLR9
24096,CSF2,F12
24097,CSF2,IRF7
24098,CSF2,RELA
24099,CSF2,TOMM20
24100,CSF2,SELP
24101,CSF2,GP1BA
24102,CSF2,HSPB2
24103,CSF2,AKT1
24104,CSF2,HSP90AA1
24105,CSF2,VCAM1
24106,CSF2,IL1R2
24107,CSF2,SELL
24108,CSF2,IL22
24109,CSF2,IFNAR1
24110,CSF2,ITGAX
24111,CSF2,MYD88
24112,CSF2,ITGB2
24113,CSF2,HSPB1
24114,CSF2,TLR6
24115,CSF2,HGF
24116,CSF2,ARHGEF2
24117,CSF2,RAG1
24118,CSF2,RAG2
24119,CSF2,MARVELD1
24120,CSF2,IL3RA
24121,CSF2,FN1
24122,CSF2,SENP8
24123,CSF2,ANGPT2
24124,CSF2,CLEC4M
24125,CSF2,F13A1
24126,CSF2,SHBG
24127,CSF2,ALB
24128,CSF2,PIK3CG
24129,CSF2,CCL20
24130,CSF2,IL20
24131,CSF2,NGF
24132,CSF2,KITLG
24133,CSF2,CCL27
24134,CSF2,CCL19
24135,CSF2,ARHGEF7
24136,CSF2,CCL21
24137,CSF2,EPO
24138,CSF2,RPL17
24139,CSF2,CD55
24140,CSF2,GZMA
24141,CSF2,EMD
24142,CSF2,PFN1
24143,CSF2,PPIL1
24144,CSF2,PIN1
24145,CSF2,NLRP3
24146,CSF2,EPHX1
24147,CSF2,GLA
24148,CSF2,PLA2G2A
24149,CSF2,CTLA4
24150,CSF2,PNMA3
24151,CSF2,F3
24152,CSF2,HLA-DRB1
24153,CSF2,FLT3
24154,CSF2,HLA-A
24155,CSF2,CXCL5
24156,CSF2,CXCL13
24157,CSF2,IL31
24158,CSF2,ARG1
24159,CSF2,IL17D
24160,CSF2,TRIM5
24161,CSF2,NOG
24162,CSF2,GH1
24163,CSF2,IKZF3
24164,CSF2,ENPEP
24165,CSF2,PSAP
24166,CSF2,IL18R1
24167,CSF2,CXCL3
24168,CSF2,IL4R
24169,CSF2,IFNA13
24170,CSF2,IL22RA1
24171,CSF2,IFNA1
24172,CSF2,IL7R
24173,CSF2,IL17F
24174,CSF2,IL10RA
24175,CSF2,FUT4
24176,CSF2,DSG1
24177,CSF2,CXCR2
24178,CSF2,HPSE
24179,CSF2,PVR
24180,CSF2,NECTIN2
24181,CSF2,KLRK1
24182,CSF2,HIF1A
24183,CSF2,CLEC4A
24184,CSF2,CLEC4E
24185,CSF2,CLEC7A
24186,CSF2,CLEC6A
24187,CSF2,CLEC12A
24188,CSF2,PTPN6
24189,CSF2,IFNAR2
24190,CSF2,CXCL2
24191,CSF2,FLT3LG
24192,CSF2,ITGAM
24193,CSF2,PTAFR
24194,CSF2,IRS1
24195,CSF2,H4C14
24196,CSF2,H2AZ1
24197,CSF2,FOXO3
24198,CSF2,RHOA
24199,CSF2,RAC1
24200,CSF2,HDAC1
24201,CSF2,SERPINE1
24202,CSF2,IL32
24203,CSF2,CCL17
24204,CSF2,VEGFD
24205,CSF2,PGF
24206,CSF2,PIGF
24207,CSF2,IGF1
24208,CSF2,INS
24209,CSF2,POMC
24210,CSF2,PRH2
24211,CSF2,SERPINC1
24212,CSF2,IL2RA
24213,CSF2,B3GNT3
24214,CSF2,VCL
24215,CSF2,PPIB
24216,CSF2,IARS1
24217,CSF2,IFITM3
24218,CSF2,GTPBP1
24219,CSF2,RAP2A
24220,CSF2,PYCARD
24221,CSF2,AIM2
24222,CSF2,APCS
24223,CSF2,MDC1
24224,CSF2,ADAM22
24225,CSF2,TLR7
24226,CSF2,IFI16
24227,CSF2,PIEZO1
24228,CSF2,NLRC4
24229,CSF2,NLRP1
24230,CSF2,IVL
24231,CSF2,PTPRC
24232,CSF2,GPT
24233,CSF2,UCK2
24234,CSF2,UCK1
24235,CSF2,DCK
24236,CSF2,IL10RB
24237,CSF2,OSM
24238,CSF2,SDC3
24239,CSF2,SDHA
24240,CSF2,FOXP3
24241,CSF2,SIRPA
24242,CSF2,PRF1
24243,CSF2,PLAT
24244,GZMK,RTN2
24245,GZMK,IFNG
24246,GZMK,IFNGR1
24247,GZMK,HNRNPK
24248,GZMK,IL1B
24249,GZMK,HNRNPDL
24250,GZMK,IL7
24251,GZMK,IL7R
24252,GZMK,BTLA
24253,GZMK,KLRC1
24254,GZMK,KLRD1
24255,GZMK,CXCR6
24256,GZMK,KLRG1
24257,GOPC,DAPK1
24258,GOPC,AKT1
24259,GOPC,LRPPRC
24260,GOPC,EIF2AK2
24261,GOPC,MTOR
24262,GOPC,PIK3C3
24263,GOPC,ULK1
24264,GOPC,UVRAG
24265,GOPC,SLAMF1
24266,GOPC,RAB6A
24267,GOPC,RAB6B
24268,GOPC,ACKR1
24269,GOPC,ANPEP
24270,GOPC,DENND5A
24271,GOPC,APBA3
24272,GOPC,TMF1
24273,GOPC,MYD88
24274,GOPC,TLR7
24275,GOPC,TFEB
24276,GOPC,TLR8
24277,GOPC,CEP250
24278,GOPC,DNM2
24279,GOPC,KIF3B
24280,GOPC,TOM1L1
24281,GOPC,CEP290
24282,GOPC,CEP63
24283,GOPC,GGA1
24284,GOPC,ACTB
24285,GOPC,VIM
24286,GOPC,TSG101
24287,GOPC,NRBP1
24288,GOPC,ATG5
24289,GOPC,PRMT5
24290,GOPC,MYH9
24291,GOPC,ACTG1
24292,GOPC,IFNAR2
24293,GOPC,TYK2
24294,IFI27L2,IFI27L1
24295,IFI27L2,IFI27
24296,IFI27L2,ISG15
24297,IFI27L2,IFIT1
24298,IFI27L2,IFIT3
24299,IFI27L2,HSPA5
24300,IFI27L2,IRF1
24301,IFI27L2,RPS11
24302,IFI27L2,IFITM3
24303,IFI27L2,IFI6
24304,HPSE2,TAP1
24305,HPSE2,HPSE
24306,HPSE2,VWF
24307,HPSE2,TAP2
24308,HPSE2,GUSB
24309,HPSE2,CTSL
24310,HPSE2,ABO
24311,HPSE2,ICAM3
24312,HPSE2,HLA-A
24313,COX6A1,NDUFB11
24314,COX6A1,NDUFS4
24315,COX6A1,NDUFA1
24316,COX6A1,NDUFB4
24317,COX6A1,RPA3
24318,COX6A1,COX7C
24319,COX6A1,COX6B1
24320,COX6A1,NXF1
24321,COX6A1,ATP6V0D1
24322,COX6A1,IFITM1
24323,COX6A1,DDX17
24324,COX6A1,PARP1
24325,COX6A1,XRCC6
24326,COX6A1,CPE
24327,COX6A1,DDX5
24328,COX6A1,ADAMTS7
24329,COX6A1,NPM1
24330,COX6A1,PRSS12
24331,COX6A1,DPP3
24332,COX6A1,DDB1
24333,DNAJC8,GTF2F2
24334,DNAJC8,SRSF7
24335,DNAJC8,SF3A3
24336,DNAJC8,PRPF40A
24337,DNAJC8,SF3B3
24338,SOS1,GZMB
24339,SOS1,ACTN1
24340,SOS1,CXCR6
24341,SOS1,CCR5
24342,SOS1,PRF1
24343,SOS1,CCR1
24344,SOS1,GNLY
24345,SOS1,IFNG
24346,SOS1,PLCG1
24347,SOS1,TOP2A
24348,SOS1,CHEK1
24349,SOS1,XCL1
24350,SOS1,ITK
24351,SOS1,CD8A
24352,SOS1,PRDM1
24353,SOS1,TIGIT
24354,SOS1,MKI67
24355,SOS1,CX3CR1
24356,SOS1,CTLA4
24357,SOS1,NCK2
24358,SOS1,HAVCR2
24359,SOS1,CCR7
24360,SOS1,RASGRP1
24361,SOS1,AKT3
24362,SOS1,CD38
24363,EIF4EBP2,RPS5
24364,EIF4EBP2,RPN1
24365,EIF4EBP2,RPS27
24366,EIF4EBP2,RPL19
24367,EIF4EBP2,RPLP1
24368,EIF4EBP2,EIF5
24369,JUNB,JUND
24370,JUNB,ATF3
24371,TACR2,GGN
24372,TACR2,SLC12A3
24373,NLRC5,DDX58
24374,NLRC5,IFI35
24375,NLRC5,USP25
24376,NLRC5,RNF125
24377,NLRC5,TICAM1
24378,NLRC5,NLRP3
24379,NLRC5,IRF1
24380,NLRC5,TRAF6
24381,NLRC5,TRAF3
24382,NLRC5,TLR7
24383,NLRC5,IRF3
24384,NLRC5,NLRP12
24385,NLRC5,TLR2
24386,NLRC5,IL18
24387,NLRC5,TNF
24388,NLRC5,JUND
24389,NLRC5,TLR6
24390,NLRC5,IL1B
24391,NLRC5,NLRP1
24392,NLRC5,NR2C2
24393,NLRC5,IRF2
24394,NLRC5,DDX1
24395,NLRC5,USF1
24396,NLRC5,NFKB1
24397,NLRC5,TRIM25
24398,NLRC5,CXCR4
24399,NLRC5,MAGT1
24400,NLRC5,IRF9
24401,NLRC5,TNFRSF1A
24402,NLRC5,IFIH1
24403,NLRC5,CXCL10
24404,NLRC5,EIF2AK2
24405,NLRC5,IRF7
24406,NLRC5,IFNB1
24407,NLRC5,TNFSF10
24408,NLRC5,IL6
24409,NLRC5,DDX54
24410,NLRC5,MYC
24411,NLRC5,NKX2-3
24412,NLRC5,MYCN
24413,NLRC5,ITGAX
24414,NLRC5,USP18
24415,NLRC5,SIRT1
24416,NLRC5,GFI1
24417,NLRC5,CTLA4
24418,NLRC5,HDAC4
24419,NLRC5,LGR4
24420,NLRC5,TSC22D3
24421,NLRC5,IL2
24422,NLRC5,RORA
24423,NLRC5,JUN
24424,NLRC5,SIGIRR
24425,FUT4,IL3RA
24426,FUT4,ITGAX
24427,FUT4,CLEC9A
24428,FUT4,SIGLEC6
24429,FUT4,ITGB2
24430,FUT4,ICAM3
24431,FUT4,ICAM2
24432,FUT4,FUT7
24433,FUT4,IL10
24434,FUT4,CLEC4D
24435,FUT4,ITGAM
24436,FUT4,IL6
24437,FUT4,IL7R
24438,FUT4,IL2RA
24439,FUT4,ANPEP
24440,FUT4,ICAM1
24441,FUT4,ITGAL
24442,FUT4,S100A6
24443,FUT4,FOXP3
24444,FUT4,ALB
24445,FUT4,FCGR2C
24446,AHSP,GATA1
24447,AHSP,ITGA2B
24448,AHSP,GATA2
24449,AHSP,GYPA
24450,AHSP,HBA2
24451,AHSP,ITGB3
24452,ARHGEF12,RAF1
24453,ARHGEF12,IL6
24454,ARHGEF12,IL10
